ID	seqnames	type	start	end	strand	likelyStrand	Parent	length	ORFnumber	nearest_ref_gene	nearest_ref_ensembl_transcriptID	exonNumber	exonHits	exactAnnotated	partialAnnotated	geneID	gene_type	genelevel	gene_name	ensembl_transcriptID	transcript_type	transcript_support_level	LTR/repClass	LTR/repName	LTR/repeatIDs	repClass	repeatIDs	LTRderived	spansRTErepeat	summaryAnnotation
trans4c4d1867e91f7fcc	chr2	transcript	165933333	165950070	+	+	NA	2963	NA	TTC21B-AS1	ENST00000440322.5	4	595221;595250;595252;595254	2	4	ENSG00000224490.5	processed_transcript	level 2	 TTC21B-AS1	ENST00000440322.5	antisense	4	ERVL-MaLR;ERVL	MLT1H;LTR86A1	LTR/ERVL-MaLR|MLT1H|2|165933665|165934151;LTR/ERVL|LTR86A1|2|165947430|165947905	LINE;LTR;SINE	LINE/L1|L1ME3G|2|165933309|165933455;LTR/ERVL-MaLR|MLT1H|2|165933665|165934151;LTR/ERVL|LTR86A1|2|165947430|165947905;LINE/L2|L2d2|2|165948005|165948427;SINE/Alu|FLAM_C|2|165948722|165948852	TRUE	TRUE	partial
trans4d254a36cd5f15bd	chr20	transcript	7069671	7071833	*	NA	NA	186	NA	RP4-764O22.1	ENST00000425900.1	2	3575574;3575575	0	1	ENSG00000232271.1	lincRNA	level 2	 RP4-764O22.1	ENST00000425900.1	lincRNA	2	ERVL	LTR67B	LTR/ERVL|LTR67B|20|7069555|7069827	LTR	LTR/ERVL|LTR67B|20|7069555|7069827	TRUE	TRUE	partial
trans4dd49aa7f115fbf5	chr14	transcript	103069736	103090027	+	+	NA	2630	3	RP11-736N17.11	ENST00000634353.1	4	2702508;2702521;2702527;2702532	3	3	ENSG00000283071.1	protein_coding	level 2	 RP11-736N17.11	ENST00000634353.1	protein_coding	NA	ERVL	LTR33	LTR/ERVL|LTR33|14|103070837|103070980;LTR/ERVL|LTR33|14|103071000|103071301	LTR	LTR/ERVL|LTR33|14|103070837|103070980;LTR/ERVL|LTR33|14|103071000|103071301	TRUE	TRUE	partial
trans4e33ed74ada6467b	chr6	transcript	131635544	131749625	+	+	NA	5579	1	ENPP3	ENST00000414305.5	26	1368479;1368482;1368486;1368497;1368505;1368511;1368519;1368527;1368531;1368543;1368554;1368557;1368565;1368575;1368578;1368586;1368619;1368626;1368635;1368638;1368652;1368664;1368676;1368684;1368693;1368705	24	25	ENSG00000154269.14	protein_coding	level 2;level 3	 ENPP3	ENST00000358229.6;ENST00000414305.5	protein_coding	1	ERV1;ERVL-MaLR	PABL_B;PABL_B-int;THE1D	LTR/ERV1|PABL_B|6|131635430|131635627;LTR/ERV1|PABL_B-int|6|131635633|131635994;LTR/ERVL-MaLR|THE1D|6|131747815|131748199	LTR;LINE;SINE	LTR/ERV1|PABL_B|6|131635430|131635627;LTR/ERV1|PABL_B-int|6|131635633|131635994;LINE/L1|L1ME4b|6|131747380|131747674;LTR/ERVL-MaLR|THE1D|6|131747815|131748199;SINE/Alu|AluSg4|6|131749047|131749227;SINE/Alu|FLAM_C|6|131749514|131749642	TRUE	TRUE	partial
trans4ebfd7d23a80c707	chr1	transcript	61966167	61966442	*	NA	NA	276	NA	INADL	ENST00000371158.6	1	156882	0	0	NA	NA	NA	 INADL	NA	NA	NA	ERV1	MER41A	LTR/ERV1|MER41A|1|61966311|61966403	SINE;LTR	SINE/Alu|AluSg|1|61965899|61966197;LTR/ERV1|MER41A|1|61966311|61966403;SINE/Alu|AluSq2|1|61966404|61966703	TRUE	TRUE	unannotated
trans4f6f00041c410162	chr10	transcript	109247525	109254170	*	NA	NA	358	NA	NA	NA	2	2074496;2074500	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MSTA	LTR/ERVL-MaLR|MSTA|10|109254082|109254480	LTR	LTR/ERVL-MaLR|MSTA|10|109254082|109254480	TRUE	TRUE	unannotated
trans503d77234b35b652	chr2	transcript	69826538	69828937	*	NA	NA	2400	NA	ANXA4	ENST00000394295.5	1	482931	0	1	ENSG00000196975.15	protein_coding	level 2	 ANXA4	ENST00000394295.5	protein_coding	1	ERV1	LTR78	LTR/ERV1|LTR78|2|69827475|69828341	SINE;LTR	SINE/Alu|AluSx|2|69826503|69826798;LTR/ERV1|LTR78|2|69827475|69828341	TRUE	TRUE	partial
trans5061aeef52b7afa2	chr16	transcript	88813001	88856963	-	-	NA	3093	3	TRAPPC2L	ENST00000564365.5	14	3043000;3043014;3043030;3043036;3043047;3043070;3043079;3043084;3043093;3043097;3043108;3043113;3043120;3043156	12	14	ENSG00000141012.12	protein_coding	level 1;level 2	 TRAPPC2L	ENST00000268695.9;ENST00000568311.1	protein_coding	1	ERV1	MER4A	LTR/ERV1|MER4A|16|88813681|88814167	SINE;LTR	SINE/Alu|AluYm1|16|88812733|88813024;LTR/ERV1|MER4A|16|88813681|88814167	TRUE	TRUE	partial
trans50947989a41ab278	chr22	transcript	36252992	36266232	*	NA	NA	1507	1	APOL1	ENST00000319136.8	5	3774098;3774142;3774148;3774152;3774185	0	3	ENSG00000100342.20	protein_coding	level 2	 APOL1	ENST00000397278.7	protein_coding	1	ERV1	MER57F	LTR/ERV1|MER57F|22|36258265|36258489	LTR;SINE	LTR/ERV1|MER57F|22|36258265|36258489;SINE/Alu|AluSc|22|36266097|36266379	TRUE	TRUE	partial
trans51a24626dfa3b98c	chr14	transcript	33944388	33946124	*	NA	NA	1683	NA	EGLN3	ENST00000250457.7	2	2620406;2620409	0	0	NA	NA	NA	 EGLN3	NA	NA	NA	ERVL-MaLR	MLT1O	LTR/ERVL-MaLR|MLT1O|14|33945290|33945803	SINE;LTR	SINE/Alu|AluSg|14|33944114|33944419;LTR/ERVL-MaLR|MLT1O|14|33945290|33945803;SINE/Alu|AluSp|14|33946094|33946397	TRUE	TRUE	unannotated
trans52ef001988559492	chr5	transcript	139528361	139531621	*	NA	NA	3261	2	UBE2D2	ENST00000511725.5	1	1170148	0	0	NA	NA	NA	 UBE2D2	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|5|139526721|139531564	LTR;SINE	LTR/ERV1|Harlequin-int~LTR2B|5|139526721|139531564;SINE/Alu|AluYc3|5|139531565|139531644	TRUE	TRUE	unannotated
trans52fc384edfe178d3	chr5	transcript	1411882	1414713	*	NA	NA	2832	1	SLC6A3	ENST00000270349.11	1	1068229	0	1	NA	NA	NA	 SLC6A3	NA	NA	NA	ERVL-MaLR	MLT1I	LTR/ERVL-MaLR|MLT1I|5|1412107|1412353	LTR	LTR/ERVL-MaLR|MLT1I|5|1412107|1412353	TRUE	TRUE	partial
trans52ff54f40e589aed	chr4	transcript	69051154	69112836	+	+	NA	1550	3	UGT2B7	ENST00000305231.11	7	980215;980298;980309;980318;980329;980340;980361	4	5	ENSG00000171234.13	protein_coding	level 2	 UGT2B7	ENST00000305231.11	protein_coding	1	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710	LTR	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710	TRUE	TRUE	partial
trans536559822315fccb	chr1	transcript	171600847	171602136	*	NA	NA	1250	NA	NA	NA	3	306224;306226;306228	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|171600445|171606825	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|171600445|171606825	TRUE	TRUE	unannotated
trans5423a987183264b4	chr13	transcript	22897691	22908247	*	NA	NA	802	NA	BASP1P1	ENST00000430708.1	2	2527114;2527134	0	1	ENSG00000230535.1	processed_pseudogene	level 2	 BASP1P1	ENST00000430708.1	processed_pseudogene	NA	ERV1	MER4-int	LTR/ERV1|MER4-int|13|22897983|22898234	LTR;SINE	LTR/ERV1|MER4-int|13|22897983|22898234;SINE/Alu|AluY|13|22898235|22898527;SINE/Alu|AluSx|13|22907988|22908292	TRUE	TRUE	partial
trans542a26b2b704b997	chr7	transcript	75288080	75299750	-	-	NA	593	NA	PMS2P10	ENST00000447708.2	5	1504045;1504082;1504121;1504147;1504159	2	4	ENSG00000276840.1	unprocessed_pseudogene	level 2	 PMS2P10	ENST00000447708.2	unprocessed_pseudogene	NA	ERVL-MaLR	MSTA	LTR/ERVL-MaLR|MSTA|7|75292723|75293109	LTR	LTR/ERVL-MaLR|MSTA|7|75292723|75293109	TRUE	TRUE	partial
trans548cb54929027c64	chr3	transcript	165498073	165514721	*	NA	NA	1298	NA	NA	NA	4	873926;873935;873980;873986	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1G;MLT1G1-int	LTR/ERVL-MaLR|MLT1G|3|165511394|165511971;LTR/ERVL-MaLR|MLT1G1-int|3|165513234|165514586	LINE;LTR	LINE/L1|L1M5|3|165499168|165499581;LTR/ERVL-MaLR|MLT1G|3|165511394|165511971;LTR/ERVL-MaLR|MLT1G1-int|3|165513234|165514586	TRUE	TRUE	unannotated
trans553a3b674b115f4d	chr11	transcript	57730331	57734305	*	NA	NA	243	NA	TMX2	ENST00000278422.8	2	2174180;2174190	0	0	NA	NA	NA	 TMX2	NA	NA	NA	ERVL-MaLR	MLT1J1	LTR/ERVL-MaLR|MLT1J1|11|57734186|57734374	SINE;LTR	SINE/Alu|AluSq2|11|57730151|57730449;SINE/Alu|AluY|11|57733889|57734183;LTR/ERVL-MaLR|MLT1J1|11|57734186|57734374	TRUE	TRUE	unannotated
trans557311240cc8963d	chrUn_KI270743v1	transcript	109465	114877	*	NA	NA	225	NA	NA	NA	2	3979701;3979742	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MER4-int	LTR/ERV1|MER4-int|KI270743.1|114509|115500	LTR	LTR/ERV1|MER4-int|KI270743.1|114509|115500	TRUE	TRUE	unannotated
trans55a17078c827f5de	chr5	transcript	157029820	157044093	*	NA	NA	1810	NA	HAVCR1	ENST00000523175.5	2	1194533;1194573	0	1	NA	NA	NA	 HAVCR1	NA	NA	NA	ERV1	LTR78	LTR/ERV1|LTR78|5|157030682|157030867	SINE;LTR	SINE/Alu|AluSz|5|157030385|157030666;LTR/ERV1|LTR78|5|157030682|157030867;SINE/MIR|MIRb|5|157031084|157031261;SINE/Alu|AluSq2|5|157031542|157031815;SINE/Alu|AluSx3|5|157044050|157044324	TRUE	TRUE	partial
trans56a2deaa19c4d352	chrY	transcript	13888387	13889025	*	NA	NA	315	NA	ANOS2P	ENST00000472227.5	2	3941798;3941810	0	0	NA	NA	NA	 ANOS2P	NA	NA	NA	ERV1	HERV9-int~LTR12E	LTR/ERV1|HERV9-int~LTR12E|Y|13887679|13898004	LTR	LTR/ERV1|HERV9-int~LTR12E|Y|13887679|13898004	TRUE	TRUE	unannotated
trans576769fc2075ce75	chr3	transcript	177909042	177917312	*	NA	NA	8271	4	NA	NA	1	882217	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MamRep605;MER52D	LTR?|MamRep605|3|177916720|177917284;LTR/ERV1|MER52D|3|177917285|177918598	LINE;Retroposon;LTR	LINE/L1|L1PA10|3|177908622|177914072;Retroposon/SVA|SVA_B|3|177914181|177914578;LINE/L1|L1PA7|3|177914579|177915041;LTR?|MamRep605|3|177916720|177917284;LTR/ERV1|MER52D|3|177917285|177918598	TRUE	TRUE	unannotated
trans581c067ae9afe9d0	chr4	transcript	69051125	69098650	*	NA	NA	589	1	UGT2B7	ENST00000305231.11	2	980214;980307	0	1	ENSG00000171234.13	protein_coding	level 2	 UGT2B7	ENST00000305231.11	protein_coding	1	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710	LTR	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710	TRUE	TRUE	partial
trans5848e56eafc8dfc0	chr19	transcript	15912766	15934776	-	-	NA	2909	1	CYP4F11	ENST00000402119.8	12	3420937;3420940;3420948;3420952;3420969;3420982;3421001;3421005;3421015;3421027;3421037;3421056	10	12	ENSG00000171903.16	protein_coding	level 2	 CYP4F11	ENST00000248041.12;ENST00000326742.12;ENST00000402119.8;ENST00000591841.1	protein_coding	1;2	Gypsy	MamGypLTR4	LTR/Gypsy|MamGypLTR4|19|15912826|15912969	LTR;SINE	LTR/Gypsy|MamGypLTR4|19|15912826|15912969;SINE/MIR|MIR|19|15912971|15913184	TRUE	TRUE	partial
trans59510cef820d7308	chr3	transcript	122932269	122934021	*	NA	NA	1753	NA	SEMA5B	ENST00000616742.4	1	828756	0	0	NA	NA	NA	 SEMA5B	NA	NA	NA	ERV1	LTR46	LTR/ERV1|LTR46|3|122932350|122932809	SINE;LTR;LINE	SINE/Alu|FRAM|3|122932248|122932349;LTR/ERV1|LTR46|3|122932350|122932809;SINE/Alu|AluSz6|3|122932811|122933017;LINE/L1|HAL1|3|122933039|122933899;SINE/Alu|AluSx|3|122933905|122934206	TRUE	TRUE	unannotated
trans596a45787c729274	chr3	transcript	185052124	185117075	*	NA	NA	1143	NA	VPS8	ENST00000625842.2	6	894499;894524;894526;894528;894545;894552	0	1	ENSG00000156931.15	protein_coding	level 3	 VPS8	ENST00000287546.8	protein_coding	1	ERVK	MamRep605b;HERVK9-int~MER9a1	LTR?|MamRep605b|3|185052868|185053004;LTR/ERVK|HERVK9-int~MER9a1|3|185105203|185110533	LTR;SINE	LTR?|MamRep605b|3|185052868|185053004;SINE/Alu|AluSq|3|185053007|185053302;SINE/Alu|AluSp|3|185087907|185088209;SINE/Alu|AluSc8|3|185095736|185096034;LTR/ERVK|HERVK9-int~MER9a1|3|185105203|185110533;SINE/Alu|AluY|3|185116782|185117080	TRUE	TRUE	partial
trans59d1d8cfd1dc063b	chr13	transcript	42437428	42485950	*	NA	NA	527	NA	NA	NA	2	2545410;2545430	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1I	LTR/ERVL-MaLR|MLT1I|13|42485269|42485695	LTR;SINE	LTR/ERVL-MaLR|MLT1I|13|42485269|42485695;SINE/Alu|AluSx|13|42485916|42486216	TRUE	TRUE	unannotated
trans59ef0c7fbf3b5d45	chr7	transcript	3203594	3204130	*	NA	NA	537	NA	NA	NA	1	1416091	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MSTA	LTR/ERVL-MaLR|MSTA|7|3203861|3204093	LTR;SINE	LTR/ERVL-MaLR|MSTA|7|3203861|3204093;SINE/Alu|AluSp|7|3204094|3204399	TRUE	TRUE	unannotated
trans5a21738c57178487	chr1	transcript	27666454	27688840	*	NA	NA	790	NA	RP11-288L9.4	ENST00000430683.1	4	82993;83067;83078;83081	0	1	NA	NA	NA	 RP11-288L9.4	NA	NA	NA	ERV1?	LTR103_Mam	LTR/ERV1?|LTR103_Mam|1|27666859|27667126	LTR;SINE	LTR/ERV1?|LTR103_Mam|1|27666859|27667126;SINE/Alu|AluJb|1|27667128|27667409;SINE/Alu|FLAM_A|1|27676535|27676658;SINE/Alu|AluJb|1|27682172|27682318;SINE/Alu|AluJb|1|27688606|27688888	TRUE	TRUE	partial
trans5a77ea01b44756f0	chr6	transcript	25834760	25835884	*	NA	NA	1125	NA	NA	NA	1	1247232	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL;ERV1	LTR16A2;LTR46~LTR46-int	LTR/ERVL|LTR16A2|6|25835527|25835822;LTR/ERV1|LTR46~LTR46-int|6|25835824|25838436	SINE;LINE;LTR	SINE/Alu|AluY|6|25834457|25834764;LINE/L1|L1MC5a|6|25834767|25835522;LTR/ERVL|LTR16A2|6|25835527|25835822;LTR/ERV1|LTR46~LTR46-int|6|25835824|25838436	TRUE	TRUE	unannotated
trans5b6e0366fd6ce5d5	chr4	transcript	69051234	69065996	*	NA	NA	2445	NA	UGT2B11	ENST00000615638.4	3	980217;980262;980270	0	0	NA	NA	NA	 UGT2B11	NA	NA	NA	ERV1	Harlequin-int~LTR2B;LTR76	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710;LTR/ERV1|LTR76|4|69064124|69064798	LTR	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710;LTR/ERV1|LTR76|4|69064124|69064798	TRUE	TRUE	unannotated
trans5c04f9ca1aaa43f0	chr1	transcript	206035210	206057323	*	NA	NA	4766	2	C1orf186	ENST00000331555.9	4	345109;345118;345128;345143	0	1	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	TRUE	TRUE	partial
trans5ce23a0690f4183c	chr14	transcript	50919843	50923687	*	NA	NA	2148	1	PYGL	ENST00000216392.7	2	2637406;2637444	0	0	NA	NA	NA	 PYGL	NA	NA	NA	ERVL	LTR16B1	LTR/ERVL|LTR16B1|14|50922547|50922936	SINE;LTR	SINE/Alu|AluSx1|14|50919696|50919983;SINE/Alu|AluY|14|50921394|50921679;SINE/MIR|MIR3|14|50922145|50922293;LTR/ERVL|LTR16B1|14|50922547|50922936;SINE/Alu|AluSx|14|50923280|50923587	TRUE	TRUE	unannotated
trans5d1f0ea47b9ac9ad	chr18	transcript	58481247	58487175	-	-	NA	1012	1	ALPK2	ENST00000361673.3	2	3332350;3332363	1	1	ENSG00000198796.6	protein_coding	level 2	 ALPK2	ENST00000361673.3	protein_coding	1	ERVL-MaLR	MLT1C	LTR/ERVL-MaLR|MLT1C|18|58487077|58487529	LTR	LTR/ERVL-MaLR|MLT1C|18|58487077|58487529	TRUE	TRUE	partial
trans5d45e6670c7b6e1f	chr12	transcript	68380438	68383482	*	NA	NA	367	NA	RP11-81H14.2	ENST00000441255.6	2	2428016;2428018	0	1	ENSG00000251301.6	lincRNA	level 2	 RP11-81H14.2	ENST00000441255.6	lincRNA	4	ERVL-MaLR	MLT1G	LTR/ERVL-MaLR|MLT1G|12|68380395|68380937	LTR	LTR/ERVL-MaLR|MLT1G|12|68380395|68380937	TRUE	TRUE	partial
trans5d65046f0e952f67	chr8	transcript	70633176	70636905	*	NA	NA	2203	1	LACTB2	ENST00000522447.5	2	1685026;1685034	0	0	NA	NA	NA	 LACTB2	NA	NA	NA	ERVL-MaLR	MLT1K;MLT1M	LTR/ERVL-MaLR|MLT1K|8|70633202|70633470;LTR/ERVL-MaLR|MLT1M|8|70633848|70634316	SINE;LTR;LINE	SINE/Alu|AluJb|8|70632888|70633200;LTR/ERVL-MaLR|MLT1K|8|70633202|70633470;LTR/ERVL-MaLR|MLT1M|8|70633848|70634316;LINE/L2|L2b|8|70634458|70634769;LINE/L2|L2|8|70634984|70635164;SINE/Alu|AluSg|8|70635171|70635408;SINE/Alu|AluJb|8|70636638|70636949	TRUE	TRUE	unannotated
trans5e567f4b83146d24	chrX	transcript	48589971	48622012	+	+	NA	2632	3	WDR13	ENST00000376729.9	12	3855066;3855127;3855137;3855165;3855184;3855200;3855234;3855251;3855288;3855305;3855363;3855386	8	9	ENSG00000101940.17	protein_coding	level 2	 WDR13	ENST00000218056.9;ENST00000376729.9	protein_coding	1;5	ERVL	LTR75	LTR/ERVL|LTR75|X|48589882|48590356	LTR;LINE;SINE	LTR/ERVL|LTR75|X|48589882|48590356;LINE/L2|L2a|X|48605301|48605571;SINE/Alu|AluJb|X|48605573|48605862;SINE/Alu|AluSx3|X|48612494|48612651;SINE/Alu|AluSx|X|48621703|48622023	TRUE	TRUE	partial
trans5e91af207580ca22	chr7	transcript	128455798	128460390	*	NA	NA	3416	1	HILPDA	ENST00000257696.4	2	1572508;1572539	0	2	ENSG00000135245.9	protein_coding	level 2	 HILPDA	ENST00000257696.4	protein_coding	1	ERVL-MaLR	MLT1I	LTR/ERVL-MaLR|MLT1I|7|128459167|128459738	SINE;LTR;LINE	SINE/Alu|AluSx|7|128457630|128457929;LTR/ERVL-MaLR|MLT1I|7|128459167|128459738;LINE/L2|L2c|7|128459932|128460257;SINE/Alu|AluSq2|7|128460260|128460551	TRUE	TRUE	partial
trans5ebed599c9d0f391	chr3	transcript	161251477	161259181	*	NA	NA	1460	1	NMD3	ENST00000472947.5	2	873287;873292	0	1	ENSG00000169251.12	protein_coding	level 2	 NMD3	ENST00000351193.6	protein_coding	1	NA	MamRep605	LTR?|MamRep605|3|161252523|161252816	LTR;SINE	LTR?|MamRep605|3|161252523|161252816;SINE/Alu|AluSx1|3|161252817|161253113;SINE/Alu|AluSx1|3|161259062|161259367	TRUE	TRUE	partial
trans5efd63569d0d38a6	chr1	transcript	206056508	206061065	*	NA	NA	1001	NA	C1orf186	ENST00000331555.9	3	345152;345155;345163	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|206054886|206058912	TRUE	TRUE	unannotated
trans5f2109fbf464b96d	chr11	transcript	69294079	69341679	*	NA	NA	668	NA	MYEOV	ENST00000308946.3	2	2228719;2228787	0	1	ENSG00000172927.7	protein_coding	level 2	 MYEOV	ENST00000308946.3	protein_coding	1	ERVL-MaLR	MLT1L	LTR/ERVL-MaLR|MLT1L|11|69341342|69341729	LINE;LTR	LINE/L2|L2|11|69294514|69294701;LTR/ERVL-MaLR|MLT1L|11|69341342|69341729	TRUE	TRUE	partial
trans5f76ee045651e4b5	chr6	transcript	43996462	44004592	-	-	NA	3235	1	C6orf223	ENST00000336600.5	5	1308368;1308396;1308408;1308453;1308473	1	3	ENSG00000237686.6	antisense	level 2	 C6orf223	ENST00000422059.5	antisense	2	ERVL-MaLR;ERV1	MLT1C2;LTR12D	LTR/ERVL-MaLR|MLT1C2|6|43996488|43996969;LTR/ERV1|LTR12D|6|43999159|43999279	LTR;SINE	LTR/ERVL-MaLR|MLT1C2|6|43996488|43996969;LTR/ERV1|LTR12D|6|43999159|43999279;SINE/Alu|AluJo|6|43999281|43999536	TRUE	TRUE	partial
trans5f889c11a156f663	chr3	transcript	187412236	187449952	*	NA	NA	992	NA	RP11-567G11.1	ENST00000440726.1	6	898982;898985;898997;899023;899041;899049	0	2	ENSG00000228952.1	lincRNA	level 2	 RP11-567G11.1	ENST00000440726.1	lincRNA	5	ERVL;ERV1	MLT2D;LTR37A	LTR/ERVL|MLT2D|3|187448787|187448952;LTR/ERV1|LTR37A|3|187449643|187449996	LINE;LTR;SINE	LINE/L1|L1PA2|3|187412124|187418151;LTR/ERVL|MLT2D|3|187448787|187448952;SINE/MIR|MIR3|3|187449168|187449362;SINE/Alu|FLAM_A|3|187449523|187449642;LTR/ERV1|LTR37A|3|187449643|187449996	TRUE	TRUE	partial
trans5f97c5c46d6a33be	chr1	transcript	155627597	155637667	*	NA	NA	482	1	RP11-29H23.5	ENST00000500626.2	3	276322;276341;276356	0	0	NA	NA	NA	 RP11-29H23.5	NA	NA	NA	ERVK;ERV1	LTR5_Hs;HERVK-int;HERV17-int;LTR12	LTR/ERVK|LTR5_Hs|1|155626666|155627633;LTR/ERVK|HERVK-int|1|155629344|155634870;LTR/ERV1|HERV17-int|1|155637291|155637421;LTR/ERV1|LTR12|1|155637444|155637666	LTR	LTR/ERVK|LTR5_Hs|1|155626666|155627633;LTR/ERVK|HERVK-int|1|155629344|155634870;LTR/ERV1|HERV17-int|1|155637291|155637421;LTR/ERV1|LTR12|1|155637444|155637666	TRUE	TRUE	unannotated
trans5fd27e649ca5530c	chr5	transcript	157032412	157033584	*	NA	NA	1173	NA	HAVCR1	ENST00000523175.5	1	1194536	0	1	NA	NA	NA	 HAVCR1	NA	NA	NA	ERV1	LTR48B	LTR/ERV1|LTR48B|5|157033380|157033780	SINE;LTR	SINE/Alu|AluSp|5|157032237|157032538;LTR/ERV1|LTR48B|5|157033380|157033780	TRUE	TRUE	partial
trans60619c675a9f9a3e	chr14	transcript	34054782	34064423	*	NA	NA	278	NA	EGLN3-AS1	ENST00000555922.1	2	2620540;2620543	0	0	NA	NA	NA	 EGLN3-AS1	NA	NA	NA	ERVL-MaLR	MLT1C2	LTR/ERVL-MaLR|MLT1C2|14|34064368|34064788	SINE;LTR	SINE/Alu|AluSz6|14|34054553|34054832;LTR/ERVL-MaLR|MLT1C2|14|34064368|34064788	TRUE	TRUE	unannotated
trans60ba9ae436d4c971	chr17	transcript	35351056	35439661	*	NA	NA	680	NA	SLFN13	ENST00000526861.5	2	3143542;3143697	0	2	ENSG00000154760.13;ENSG00000172716.16	protein_coding	level 2	 SLFN13	ENST00000285013.10;ENST00000308377.8	protein_coding	1	ERVL-MaLR	MLT1A	LTR/ERVL-MaLR|MLT1A|17|35351018|35351410;LTR/ERVL-MaLR|MLT1A|17|35438948|35439336	LTR;SINE	LTR/ERVL-MaLR|MLT1A|17|35351018|35351410;LTR/ERVL-MaLR|MLT1A|17|35438948|35439336;SINE/Alu|AluSx|17|35439477|35439776	TRUE	TRUE	partial
trans611b58f082e5dbff	chr18	transcript	58528441	58580811	-	-	NA	6187	1	RP11-1151B14.4	ENST00000591360.1	3	3332420;3332428;3332449	1	3	ENSG00000198796.6	protein_coding	level 2	 RP11-1151B14.4	ENST00000361673.3	protein_coding	1	ERV1	MER41B	LTR/ERV1|MER41B|18|58580808|58581062	SINE;LTR	SINE/Alu|AluSz6|18|58528250|58528553;LTR/ERV1|MER41B|18|58580808|58581062	TRUE	TRUE	partial
trans6157d20d6b4aadcb	chr1	transcript	28594601	28601063	*	NA	NA	1103	NA	RAB42	ENST00000373826.3	2	85859;85878	0	1	ENSG00000188060.6	protein_coding	level 2	 RAB42	ENST00000373826.3	protein_coding	1	ERVL	LTR16A	LTR/ERVL|LTR16A|1|28595079|28595484	LTR;SINE	LTR/ERVL|LTR16A|1|28595079|28595484;SINE/Alu|AluSz6|1|28595626|28595929;SINE/Alu|AluSz6|1|28600985|28601267	TRUE	TRUE	partial
trans617cf42f1fc91cd9	chr5	transcript	1577941	1580270	*	NA	NA	1896	3	SDHAP3	ENST00000515467.2	2	1068718;1068740	0	0	NA	NA	NA	 SDHAP3	NA	NA	NA	ERVK	HERVK9-int~MER9a3	LTR/ERVK|HERVK9-int~MER9a3|5|1577862|1585391	LTR	LTR/ERVK|HERVK9-int~MER9a3|5|1577862|1585391	TRUE	TRUE	unannotated
trans61b99626440c52f0	chr2	transcript	34682398	34686978	*	NA	NA	4581	NA	LINC01320	ENST00000626008.2	1	443537	0	0	NA	NA	NA	 LINC01320	NA	NA	NA	ERVL	MLT2B2	LTR/ERVL|MLT2B2|2|34685829|34686313	LINE;LTR;SINE	LINE/L1|HAL1ME|2|34682459|34683161;LTR/ERVL|MLT2B2|2|34685829|34686313;SINE/Alu|AluYk2|2|34686935|34687242	TRUE	TRUE	unannotated
trans622cc7187c5ebc26	chr5	transcript	139549998	139551102	*	NA	NA	908	NA	UBE2D2	ENST00000511725.5	2	1170238;1170240	0	0	NA	NA	NA	 UBE2D2	NA	NA	NA	ERV1	LTR12C	LTR/ERV1|LTR12C|5|139549171|139550957	LTR;SINE	LTR/ERV1|LTR12C|5|139549171|139550957;SINE/Alu|AluSq2|5|139551079|139551365	TRUE	TRUE	unannotated
trans62405da230a67243	chr2	transcript	10387756	10389555	*	NA	NA	183	NA	HPCAL1	ENST00000381765.7	2	409539;409545	0	0	NA	NA	NA	 HPCAL1	NA	NA	NA	ERV1;ERVL-MaLR	MER66B;MLT1A	LTR/ERV1|MER66B|2|10389000|10389478;LTR/ERVL-MaLR|MLT1A|2|10389479|10389632	LTR	LTR/ERV1|MER66B|2|10389000|10389478;LTR/ERVL-MaLR|MLT1A|2|10389479|10389632	TRUE	TRUE	unannotated
